NAME,NAMELSAD,City Long,CountState,STATE_NAME
Vernonburg,Vernonburg town,"Vernonburg town, Georgia","Chatham County, Georgia",Georgia
Port Wentworth,Port Wentworth city,"Port Wentworth city, Georgia","Chatham County, Georgia",Georgia
Lexington,Lexington city,"Lexington city, Georgia","Oglethorpe County, Georgia",Georgia
Cartersville,Cartersville city,"Cartersville city, Georgia","Bartow County, Georgia",Georgia
Emerson,Emerson city,"Emerson city, Georgia","Bartow County, Georgia",Georgia
Jefferson,Jefferson city,"Jefferson city, Georgia","Jackson County, Georgia",Georgia
Pendergrass,Pendergrass town,"Pendergrass town, Georgia","Jackson County, Georgia",Georgia
Talmo,Talmo town,"Talmo town, Georgia","Jackson County, Georgia",Georgia
Hogansville,Hogansville city,"Hogansville city, Georgia","Troup County, Georgia",Georgia
Trenton,Trenton city,"Trenton city, Georgia","Dade County, Georgia",Georgia
Hampton,Hampton city,"Hampton city, Georgia","Henry County, Georgia",Georgia
Bowdon,Bowdon city,"Bowdon city, Georgia","Carroll County, Georgia",Georgia
Edison,Edison city,"Edison city, Georgia","Calhoun County, Georgia",Georgia
Morgan,Morgan city,"Morgan city, Georgia","Calhoun County, Georgia",Georgia
Brookhaven,Brookhaven city,"Brookhaven city, Georgia","DeKalb County, Georgia",Georgia
Lake City,Lake City city,"Lake City city, Georgia","Clayton County, Georgia",Georgia
Oakwood,Oakwood city,"Oakwood city, Georgia","Hall County, Georgia",Georgia
Arabi,Arabi town,"Arabi town, Georgia","Crisp County, Georgia",Georgia
Pembroke,Pembroke city,"Pembroke city, Georgia","Bryan County, Georgia",Georgia
Colquitt,Colquitt city,"Colquitt city, Georgia","Miller County, Georgia",Georgia
Hawkinsville,Hawkinsville city,"Hawkinsville city, Georgia","Pulaski County, Georgia",Georgia
Girard,Girard town,"Girard town, Georgia","Burke County, Georgia",Georgia
Vidette,Vidette city,"Vidette city, Georgia","Burke County, Georgia",Georgia
Boston,Boston city,"Boston city, Georgia","Thomas County, Georgia",Georgia
Thomasville,Thomasville city,"Thomasville city, Georgia","Thomas County, Georgia",Georgia
Pineview,Pineview town,"Pineview town, Georgia","Wilcox County, Georgia",Georgia
Dearing,Dearing town,"Dearing town, Georgia","McDuffie County, Georgia",Georgia
Blairsville,Blairsville city,"Blairsville city, Georgia","Union County, Georgia",Georgia
Sunny Side,Sunny Side city,"Sunny Side city, Georgia","Spalding County, Georgia",Georgia
Stonecrest,Stonecrest city,"Stonecrest city, Georgia","DeKalb County, Georgia",Georgia
Taylorsville,Taylorsville town,"Taylorsville town, Georgia","Bartow County, Georgia",Georgia
Adairsville,Adairsville city,"Adairsville city, Georgia","Bartow County, Georgia",Georgia
Euharlee,Euharlee city,"Euharlee city, Georgia","Bartow County, Georgia",Georgia
Kingston,Kingston city,"Kingston city, Georgia","Bartow County, Georgia",Georgia
White,White city,"White city, Georgia","Bartow County, Georgia",Georgia
Attapulgus,Attapulgus city,"Attapulgus city, Georgia","Decatur County, Georgia",Georgia
Albany,Albany city,"Albany city, Georgia","Dougherty County, Georgia",Georgia
Dalton,Dalton city,"Dalton city, Georgia","Whitfield County, Georgia",Georgia
Thomson,Thomson city,"Thomson city, Georgia","McDuffie County, Georgia",Georgia
Argyle,Argyle town,"Argyle town, Georgia","Clinch County, Georgia",Georgia
Ocilla,Ocilla city,"Ocilla city, Georgia","Irwin County, Georgia",Georgia
Damascus,Damascus city,"Damascus city, Georgia","Early County, Georgia",Georgia
Lookout Mountain,Lookout Mountain city,"Lookout Mountain city, Georgia","Walker County, Georgia",Georgia
Rossville,Rossville city,"Rossville city, Georgia","Walker County, Georgia",Georgia
Arnoldsville,Arnoldsville city,"Arnoldsville city, Georgia","Oglethorpe County, Georgia",Georgia
Young Harris,Young Harris city,"Young Harris city, Georgia","Towns County, Georgia",Georgia
Dawsonville,Dawsonville city,"Dawsonville city, Georgia","Dawson County, Georgia",Georgia
Arlington,Arlington city,"Arlington city, Georgia","Calhoun County, Georgia",Georgia
Jakin,Jakin city,"Jakin city, Georgia","Early County, Georgia",Georgia
Bostwick,Bostwick city,"Bostwick city, Georgia","Morgan County, Georgia",Georgia
Buckhead,Buckhead town,"Buckhead town, Georgia","Morgan County, Georgia",Georgia
Cochran,Cochran city,"Cochran city, Georgia","Bleckley County, Georgia",Georgia
Summertown,Summertown city,"Summertown city, Georgia","Emanuel County, Georgia",Georgia
Fitzgerald,Fitzgerald city,"Fitzgerald city, Georgia","Ben Hill County, Georgia",Georgia
Crawford,Crawford city,"Crawford city, Georgia","Oglethorpe County, Georgia",Georgia
Maxeys,Maxeys town,"Maxeys town, Georgia","Oglethorpe County, Georgia",Georgia
Alapaha,Alapaha town,"Alapaha town, Georgia","Berrien County, Georgia",Georgia
Doerun,Doerun city,"Doerun city, Georgia","Colquitt County, Georgia",Georgia
Ellenton,Ellenton town,"Ellenton town, Georgia","Colquitt County, Georgia",Georgia
Culloden,Culloden city,"Culloden city, Georgia","Monroe County, Georgia",Georgia
Funston,Funston city,"Funston city, Georgia","Colquitt County, Georgia",Georgia
Norman Park,Norman Park city,"Norman Park city, Georgia","Colquitt County, Georgia",Georgia
Omega,Omega city,"Omega city, Georgia","Tift County, Georgia",Georgia
Eton,Eton city,"Eton city, Georgia","Murray County, Georgia",Georgia
Chatsworth,Chatsworth city,"Chatsworth city, Georgia","Murray County, Georgia",Georgia
College Park,College Park city,"College Park city, Georgia","Fulton County, Georgia",Georgia
Jonesboro,Jonesboro city,"Jonesboro city, Georgia","Clayton County, Georgia",Georgia
Lovejoy,Lovejoy city,"Lovejoy city, Georgia","Clayton County, Georgia",Georgia
Brunswick,Brunswick city,"Brunswick city, Georgia","Glynn County, Georgia",Georgia
Nashville,Nashville city,"Nashville city, Georgia","Berrien County, Georgia",Georgia
Berlin,Berlin city,"Berlin city, Georgia","Colquitt County, Georgia",Georgia
Moultrie,Moultrie city,"Moultrie city, Georgia","Colquitt County, Georgia",Georgia
Fargo,Fargo city,"Fargo city, Georgia","Clinch County, Georgia",Georgia
Homerville,Homerville city,"Homerville city, Georgia","Clinch County, Georgia",Georgia
Douglas,Douglas city,"Douglas city, Georgia","Coffee County, Georgia",Georgia
Nicholls,Nicholls city,"Nicholls city, Georgia","Coffee County, Georgia",Georgia
Eatonton,Eatonton city,"Eatonton city, Georgia","Putnam County, Georgia",Georgia
Gumbranch,Gumbranch city,"Gumbranch city, Georgia","Liberty County, Georgia",Georgia
Hinesville,Hinesville city,"Hinesville city, Georgia","Liberty County, Georgia",Georgia
Statesboro,Statesboro city,"Statesboro city, Georgia","Bulloch County, Georgia",Georgia
Ellaville,Ellaville city,"Ellaville city, Georgia","Schley County, Georgia",Georgia
Morrow,Morrow city,"Morrow city, Georgia","Clayton County, Georgia",Georgia
Bronwood,Bronwood town,"Bronwood town, Georgia","Terrell County, Georgia",Georgia
Dawson,Dawson city,"Dawson city, Georgia","Terrell County, Georgia",Georgia
Parrott,Parrott town,"Parrott town, Georgia","Terrell County, Georgia",Georgia
Bluffton,Bluffton town,"Bluffton town, Georgia","Clay County, Georgia",Georgia
Auburn,Auburn city,"Auburn city, Georgia","Barrow County, Georgia",Georgia
Braselton,Braselton town,"Braselton town, Georgia","Barrow County, Georgia",Georgia
Winder,Winder city,"Winder city, Georgia","Barrow County, Georgia",Georgia
Buford,Buford city,"Buford city, Georgia","Gwinnett County, Georgia",Georgia
Flowery Branch,Flowery Branch city,"Flowery Branch city, Georgia","Hall County, Georgia",Georgia
Lula,Lula city,"Lula city, Georgia","Hall County, Georgia",Georgia
Whigham,Whigham city,"Whigham city, Georgia","Grady County, Georgia",Georgia
Arcade,Arcade city,"Arcade city, Georgia","Jackson County, Georgia",Georgia
Maysville,Maysville town,"Maysville town, Georgia","Banks County, Georgia",Georgia
Nicholson,Nicholson city,"Nicholson city, Georgia","Jackson County, Georgia",Georgia
Hartwell,Hartwell city,"Hartwell city, Georgia","Hart County, Georgia",Georgia
Forsyth,Forsyth city,"Forsyth city, Georgia","Monroe County, Georgia",Georgia
Abbeville,Abbeville city,"Abbeville city, Georgia","Wilcox County, Georgia",Georgia
Rochelle,Rochelle city,"Rochelle city, Georgia","Wilcox County, Georgia",Georgia
Pitts,Pitts city,"Pitts city, Georgia","Wilcox County, Georgia",Georgia
Waleska,Waleska city,"Waleska city, Georgia","Cherokee County, Georgia",Georgia
Allenhurst,Allenhurst city,"Allenhurst city, Georgia","Liberty County, Georgia",Georgia
Flemington,Flemington city,"Flemington city, Georgia","Liberty County, Georgia",Georgia
Midway,Midway city,"Midway city, Georgia","Liberty County, Georgia",Georgia
Brooklet,Brooklet city,"Brooklet city, Georgia","Bulloch County, Georgia",Georgia
Portal,Portal town,"Portal town, Georgia","Bulloch County, Georgia",Georgia
Poulan,Poulan city,"Poulan city, Georgia","Worth County, Georgia",Georgia
Sylvester,Sylvester city,"Sylvester city, Georgia","Worth County, Georgia",Georgia
Warwick,Warwick city,"Warwick city, Georgia","Worth County, Georgia",Georgia
McIntyre,McIntyre town,"McIntyre town, Georgia","Wilkinson County, Georgia",Georgia
Riceboro,Riceboro city,"Riceboro city, Georgia","Liberty County, Georgia",Georgia
Walthourville,Walthourville city,"Walthourville city, Georgia","Liberty County, Georgia",Georgia
Jacksonville,Jacksonville city,"Jacksonville city, Georgia","Telfair County, Georgia",Georgia
Lumber City,Lumber City city,"Lumber City city, Georgia","Telfair County, Georgia",Georgia
Milan,Milan city,"Milan city, Georgia","Telfair County, Georgia",Georgia
Santa Claus,Santa Claus city,"Santa Claus city, Georgia","Toombs County, Georgia",Georgia
Fairmount,Fairmount city,"Fairmount city, Georgia","Gordon County, Georgia",Georgia
Allentown,Allentown city,"Allentown city, Georgia","Wilkinson County, Georgia",Georgia
Danville,Danville town,"Danville town, Georgia","Twiggs County, Georgia",Georgia
Gordon,Gordon city,"Gordon city, Georgia","Wilkinson County, Georgia",Georgia
Irwinton,Irwinton city,"Irwinton city, Georgia","Wilkinson County, Georgia",Georgia
Ivey,Ivey city,"Ivey city, Georgia","Wilkinson County, Georgia",Georgia
Toomsboro,Toomsboro city,"Toomsboro city, Georgia","Wilkinson County, Georgia",Georgia
Fairburn,Fairburn city,"Fairburn city, Georgia","Fulton County, Georgia",Georgia
Davisboro,Davisboro city,"Davisboro city, Georgia","Washington County, Georgia",Georgia
Georgetown-Quitman County,Georgetown-Quitman County unified government,"Georgetown-Quitman County unified government, Georgia","Quitman County, Georgia",Georgia
Deepstep,Deepstep town,"Deepstep town, Georgia","Washington County, Georgia",Georgia
Harrison,Harrison town,"Harrison town, Georgia","Washington County, Georgia",Georgia
Riddleville,Riddleville town,"Riddleville town, Georgia","Washington County, Georgia",Georgia
Rest Haven,Rest Haven town,"Rest Haven town, Georgia","Gwinnett County, Georgia",Georgia
Berkeley Lake,Berkeley Lake city,"Berkeley Lake city, Georgia","Gwinnett County, Georgia",Georgia
Grayson,Grayson city,"Grayson city, Georgia","Gwinnett County, Georgia",Georgia
Snellville,Snellville city,"Snellville city, Georgia","Gwinnett County, Georgia",Georgia
Suwanee,Suwanee city,"Suwanee city, Georgia","Gwinnett County, Georgia",Georgia
Tennille,Tennille city,"Tennille city, Georgia","Washington County, Georgia",Georgia
Oglethorpe,Oglethorpe city,"Oglethorpe city, Georgia","Macon County, Georgia",Georgia
Gray,Gray city,"Gray city, Georgia","Jones County, Georgia",Georgia
Mount Zion,Mount Zion city,"Mount Zion city, Georgia","Carroll County, Georgia",Georgia
Macon-Bibb County,Macon-Bibb County,"Macon-Bibb County, Georgia","Bibb County, Georgia",Georgia
Leary,Leary city,"Leary city, Georgia","Calhoun County, Georgia",Georgia
Camilla,Camilla city,"Camilla city, Georgia","Mitchell County, Georgia",Georgia
Meigs,Meigs city,"Meigs city, Georgia","Thomas County, Georgia",Georgia
Pelham,Pelham city,"Pelham city, Georgia","Mitchell County, Georgia",Georgia
Sale City,Sale City city,"Sale City city, Georgia","Mitchell County, Georgia",Georgia
Chattahoochee Hills,Chattahoochee Hills city,"Chattahoochee Hills city, Georgia","Fulton County, Georgia",Georgia
Byromville,Byromville town,"Byromville town, Georgia","Dooly County, Georgia",Georgia
McRae-Helena,McRae-Helena city,"McRae-Helena city, Georgia","Telfair County, Georgia",Georgia
Jenkinsburg,Jenkinsburg city,"Jenkinsburg city, Georgia","Butts County, Georgia",Georgia
Lilly,Lilly city,"Lilly city, Georgia","Dooly County, Georgia",Georgia
Pinehurst,Pinehurst city,"Pinehurst city, Georgia","Dooly County, Georgia",Georgia
Springfield,Springfield city,"Springfield city, Georgia","Effingham County, Georgia",Georgia
Uvalda,Uvalda city,"Uvalda city, Georgia","Montgomery County, Georgia",Georgia
Unadilla,Unadilla city,"Unadilla city, Georgia","Dooly County, Georgia",Georgia
Vienna,Vienna city,"Vienna city, Georgia","Dooly County, Georgia",Georgia
Lyerly,Lyerly town,"Lyerly town, Georgia","Chattooga County, Georgia",Georgia
Trion,Trion town,"Trion town, Georgia","Chattooga County, Georgia",Georgia
McCaysville,McCaysville city,"McCaysville city, Georgia","Fannin County, Georgia",Georgia
Jasper,Jasper city,"Jasper city, Georgia","Pickens County, Georgia",Georgia
LaFayette,LaFayette city,"LaFayette city, Georgia","Walker County, Georgia",Georgia
Colbert,Colbert city,"Colbert city, Georgia","Madison County, Georgia",Georgia
Comer,Comer city,"Comer city, Georgia","Madison County, Georgia",Georgia
Danielsville,Danielsville city,"Danielsville city, Georgia","Madison County, Georgia",Georgia
Cairo,Cairo city,"Cairo city, Georgia","Grady County, Georgia",Georgia
Demorest,Demorest city,"Demorest city, Georgia","Habersham County, Georgia",Georgia
Tallulah Falls,Tallulah Falls town,"Tallulah Falls town, Georgia","Habersham County, Georgia",Georgia
Plainville,Plainville city,"Plainville city, Georgia","Gordon County, Georgia",Georgia
Ranger,Ranger town,"Ranger town, Georgia","Gordon County, Georgia",Georgia
Resaca,Resaca town,"Resaca town, Georgia","Gordon County, Georgia",Georgia
Adel,Adel city,"Adel city, Georgia","Cook County, Georgia",Georgia
Ephesus,Ephesus city,"Ephesus city, Georgia","Heard County, Georgia",Georgia
Franklin,Franklin city,"Franklin city, Georgia","Heard County, Georgia",Georgia
Sandersville,Sandersville city,"Sandersville city, Georgia","Washington County, Georgia",Georgia
Folkston,Folkston city,"Folkston city, Georgia","Charlton County, Georgia",Georgia
Homeland,Homeland city,"Homeland city, Georgia","Charlton County, Georgia",Georgia
Edge Hill,Edge Hill city,"Edge Hill city, Georgia","Glascock County, Georgia",Georgia
Hiltonia,Hiltonia town,"Hiltonia town, Georgia","Screven County, Georgia",Georgia
Rocky Ford,Rocky Ford town,"Rocky Ford town, Georgia","Screven County, Georgia",Georgia
Aldora,Aldora town,"Aldora town, Georgia","Lamar County, Georgia",Georgia
Milner,Milner city,"Milner city, Georgia","Lamar County, Georgia",Georgia
Pavo,Pavo city,"Pavo city, Georgia","Thomas County, Georgia",Georgia
Waycross,Waycross city,"Waycross city, Georgia","Ware County, Georgia",Georgia
Cusseta-Chattahoochee County,Cusseta-Chattahoochee County unified government,"Cusseta-Chattahoochee County unified government, Georgia","Chattahoochee County, Georgia",Georgia
Grantville,Grantville city,"Grantville city, Georgia","Coweta County, Georgia",Georgia
Haralson,Haralson town,"Haralson town, Georgia","Coweta County, Georgia",Georgia
Moreland,Moreland town,"Moreland town, Georgia","Coweta County, Georgia",Georgia
Palmetto,Palmetto city,"Palmetto city, Georgia","Fulton County, Georgia",Georgia
Newnan,Newnan city,"Newnan city, Georgia","Coweta County, Georgia",Georgia
Camak,Camak town,"Camak town, Georgia","Warren County, Georgia",Georgia
Norwood,Norwood city,"Norwood city, Georgia","Warren County, Georgia",Georgia
Warrenton,Warrenton city,"Warrenton city, Georgia","Warren County, Georgia",Georgia
Cedartown,Cedartown city,"Cedartown city, Georgia","Polk County, Georgia",Georgia
Aragon,Aragon city,"Aragon city, Georgia","Polk County, Georgia",Georgia
Brooks,Brooks town,"Brooks town, Georgia","Fayette County, Georgia",Georgia
Woolsey,Woolsey town,"Woolsey town, Georgia","Fayette County, Georgia",Georgia
Offerman,Offerman city,"Offerman city, Georgia","Pierce County, Georgia",Georgia
Patterson,Patterson city,"Patterson city, Georgia","Pierce County, Georgia",Georgia
Hephzibah,Hephzibah city,"Hephzibah city, Georgia","Richmond County, Georgia",Georgia
Bainbridge,Bainbridge city,"Bainbridge city, Georgia","Decatur County, Georgia",Georgia
Swainsboro,Swainsboro city,"Swainsboro city, Georgia","Emanuel County, Georgia",Georgia
Lincolnton,Lincolnton city,"Lincolnton city, Georgia","Lincoln County, Georgia",Georgia
